nowtime,current_price,old_price,price_per_unit,product_name,brand,vendor,month
2024-04-12T01:00:00Z,25.32,37.3,16.88,Pure Olive Oil 1L,BrandC,Metro,04
2024-02-21T08:00:00Z,9.8,10.13,19.6,Pure Olive Oil 1L,BrandC,Metro,02
2024-03-10T16:00:00Z,12.07,17.94,8.05,Extra Virgin Olive Oil 500ml,BrandC,Loblaws,03
2024-05-24T10:00:00Z,16.96,16.2,33.92,Pure Olive Oil 1L,BrandD,Loblaws,05
2024-06-30T12:00:00Z,14.31,19.2,9.54,Premium Olive Oil 1L,BrandC,Walmart,06
2024-04-17T20:00:00Z,30.26,32.2,20.17,Extra Virgin Olive Oil 500ml,BrandD,Loblaws,04
2024-09-26T13:00:00Z,29.34,31.27,29.34,Pure Olive Oil 1L,BrandE,Metro,09
2024-08-04T09:00:00Z,32.8,30.71,21.87,Organic Olive Oil 750ml,BrandA,Loblaws,08
2024-04-07T01:00:00Z,14.61,15.15,9.74,Extra Virgin Olive Oil 500ml,BrandD,Loblaws,04
2024-03-08T00:00:00Z,11.37,15.41,7.58,Organic Olive Oil 750ml,BrandD,Walmart,03
2024-05-19T02:00:00Z,21.19,23.45,21.19,Classic Olive Oil 2L,BrandB,Loblaws,05
2024-09-07T06:00:00Z,24.27,32.29,24.27,Premium Olive Oil 1L,BrandE,Loblaws,09
2024-08-12T05:00:00Z,26.8,27.39,17.87,Pure Olive Oil 1L,BrandB,Loblaws,08
2024-03-14T07:00:00Z,21.9,20.44,43.8,Premium Olive Oil 1L,BrandC,Loblaws,03
2024-01-09T11:00:00Z,9.54,12.75,9.54,Classic Olive Oil 2L,BrandD,Loblaws,01
2024-08-10T10:00:00Z,35.94,38.09,17.97,Classic Olive Oil 2L,BrandE,Metro,08
2024-10-11T23:00:00Z,39.7,43.6,79.4,Extra Virgin Olive Oil 500ml,BrandC,Loblaws,10
2024-05-22T15:00:00Z,35.17,49.64,23.45,Extra Virgin Olive Oil 500ml,BrandC,Metro,05
2024-07-30T21:00:00Z,34.83,31.46,23.22,Classic Olive Oil 2L,BrandD,Metro,07
2024-07-08T11:00:00Z,18.21,21.12,12.14,Organic Olive Oil 750ml,BrandA,Metro,07
2024-03-22T03:00:00Z,26.6,25.83,17.73,Premium Olive Oil 1L,BrandE,Walmart,03
2024-08-25T10:00:00Z,23.14,27.82,23.14,Classic Olive Oil 2L,BrandB,Walmart,08
2024-03-22T15:00:00Z,6.29,9.34,4.19,Pure Olive Oil 1L,BrandB,Loblaws,03
2024-01-27T21:00:00Z,31.01,40.22,62.02,Organic Olive Oil 750ml,BrandE,Walmart,01
2024-02-14T03:00:00Z,34.48,49.32,17.24,Premium Olive Oil 1L,BrandB,Metro,02
2024-05-10T06:00:00Z,6.72,9.01,13.44,Organic Olive Oil 750ml,BrandA,Walmart,05
2024-02-22T15:00:00Z,36.27,43.64,24.18,Classic Olive Oil 2L,BrandB,Walmart,02
2024-06-19T03:00:00Z,18.24,26.11,18.24,Premium Olive Oil 1L,BrandE,Walmart,06
2024-05-08T09:00:00Z,29.34,35.13,58.68,Extra Virgin Olive Oil 500ml,BrandB,Loblaws,05
2024-05-25T13:00:00Z,30.11,41.19,30.11,Premium Olive Oil 1L,BrandE,Loblaws,05
2024-08-26T19:00:00Z,28.89,34.79,14.45,Extra Virgin Olive Oil 500ml,BrandE,Walmart,08
2024-02-20T03:00:00Z,15.51,14.74,31.02,Extra Virgin Olive Oil 500ml,BrandB,Walmart,02
2024-07-01T05:00:00Z,15.59,19.15,10.39,Pure Olive Oil 1L,BrandE,Walmart,07
2024-12-17T08:00:00Z,21.66,24.15,14.44,Pure Olive Oil 1L,BrandC,Loblaws,12
2024-06-20T15:00:00Z,6.7,8.19,13.4,Pure Olive Oil 1L,BrandE,Loblaws,06
2024-10-11T06:00:00Z,22.21,28.23,22.21,Organic Olive Oil 750ml,BrandC,Loblaws,10
2024-11-17T22:00:00Z,25.6,26.84,51.2,Premium Olive Oil 1L,BrandD,Metro,11
2024-12-04T11:00:00Z,13.21,15.51,6.61,Extra Virgin Olive Oil 500ml,BrandC,Loblaws,12
2024-03-27T20:00:00Z,38.76,37.26,19.38,Classic Olive Oil 2L,BrandB,Metro,03
2024-08-13T22:00:00Z,10.6,9.63,7.07,Organic Olive Oil 750ml,BrandA,Loblaws,08
2024-03-13T14:00:00Z,25.13,24.07,12.56,Organic Olive Oil 750ml,BrandB,Walmart,03
2024-06-14T23:00:00Z,19.73,20.41,13.15,Extra Virgin Olive Oil 500ml,BrandD,Loblaws,06
2024-11-24T07:00:00Z,9.29,9.17,9.29,Classic Olive Oil 2L,BrandE,Metro,11
2024-08-29T06:00:00Z,17.75,24.97,17.75,Pure Olive Oil 1L,BrandD,Metro,08
2024-12-23T01:00:00Z,39.96,45.92,19.98,Premium Olive Oil 1L,BrandB,Walmart,12
2024-01-23T20:00:00Z,32.93,40.76,65.86,Premium Olive Oil 1L,BrandC,Walmart,01
2024-08-26T22:00:00Z,17.24,21.57,17.24,Organic Olive Oil 750ml,BrandE,Metro,08
2024-03-28T07:00:00Z,37.79,35.61,37.79,Organic Olive Oil 750ml,BrandB,Loblaws,03
2024-07-06T00:00:00Z,29.96,40.81,14.98,Organic Olive Oil 750ml,BrandC,Metro,07
2024-05-20T10:00:00Z,22.33,27.94,44.66,Extra Virgin Olive Oil 500ml,BrandE,Loblaws,05
2024-07-17T13:00:00Z,33.43,45.58,66.86,Classic Olive Oil 2L,BrandA,Metro,07
2024-08-09T04:00:00Z,27.92,32.45,13.96,Organic Olive Oil 750ml,BrandB,Walmart,08
2024-12-05T01:00:00Z,17.63,22.55,11.75,Extra Virgin Olive Oil 500ml,BrandC,Walmart,12
2024-12-20T06:00:00Z,21.52,29.04,14.35,Premium Olive Oil 1L,BrandA,Walmart,12
2024-09-20T20:00:00Z,25.94,34.16,17.29,Organic Olive Oil 750ml,BrandD,Walmart,09
2024-03-01T01:00:00Z,30.42,45.31,60.84,Premium Olive Oil 1L,BrandE,Metro,03
2024-08-17T05:00:00Z,17.46,18.65,11.64,Classic Olive Oil 2L,BrandD,Walmart,08
2024-03-27T21:00:00Z,25.53,23.97,51.06,Premium Olive Oil 1L,BrandA,Metro,03
2024-01-14T06:00:00Z,23.08,26.66,15.39,Extra Virgin Olive Oil 500ml,BrandB,Walmart,01
2024-04-30T13:00:00Z,25.77,27.94,51.54,Organic Olive Oil 750ml,BrandA,Metro,04
2024-11-11T09:00:00Z,36.09,41.78,72.18,Extra Virgin Olive Oil 500ml,BrandB,Walmart,11
2024-03-10T09:00:00Z,35.35,41.25,35.35,Pure Olive Oil 1L,BrandB,Metro,03
2024-12-12T07:00:00Z,34.09,43.97,68.18,Premium Olive Oil 1L,BrandC,Metro,12
2024-04-24T23:00:00Z,10.66,9.7,21.32,Extra Virgin Olive Oil 500ml,BrandE,Metro,04
2024-11-08T10:00:00Z,16.6,17.26,33.2,Organic Olive Oil 750ml,BrandB,Metro,11
2024-03-05T20:00:00Z,37.42,44.62,37.42,Premium Olive Oil 1L,BrandE,Walmart,03
2024-10-01T08:00:00Z,37.38,53.58,37.38,Premium Olive Oil 1L,BrandB,Metro,10
2024-11-02T22:00:00Z,27.28,29.08,27.28,Organic Olive Oil 750ml,BrandB,Loblaws,11
2024-05-28T18:00:00Z,32.75,35.37,21.83,Organic Olive Oil 750ml,BrandE,Walmart,05
2024-01-25T22:00:00Z,25.01,37.32,16.67,Classic Olive Oil 2L,BrandB,Walmart,01
2024-09-15T23:00:00Z,6.38,7.52,4.25,Organic Olive Oil 750ml,BrandE,Metro,09
2024-10-11T04:00:00Z,15.07,13.58,10.05,Classic Olive Oil 2L,BrandE,Metro,10
2024-01-06T13:00:00Z,21.83,20.43,21.83,Premium Olive Oil 1L,BrandE,Metro,01
2024-07-07T07:00:00Z,20.22,29.5,20.22,Extra Virgin Olive Oil 500ml,BrandB,Metro,07
2024-09-13T05:00:00Z,37.64,44.55,37.64,Classic Olive Oil 2L,BrandA,Walmart,09
2024-05-13T07:00:00Z,27.6,38.8,55.2,Organic Olive Oil 750ml,BrandD,Metro,05
2024-09-03T15:00:00Z,5.03,7.04,3.35,Organic Olive Oil 750ml,BrandE,Metro,09
2024-12-09T08:00:00Z,5.68,7.73,3.79,Premium Olive Oil 1L,BrandA,Loblaws,12
2024-08-21T03:00:00Z,15.39,19.42,7.7,Organic Olive Oil 750ml,BrandE,Walmart,08
2024-05-17T22:00:00Z,14.58,18.01,14.58,Organic Olive Oil 750ml,BrandA,Loblaws,05
2024-11-08T19:00:00Z,34.03,41.36,17.02,Pure Olive Oil 1L,BrandA,Walmart,11
2024-01-09T00:00:00Z,30.24,31.55,60.48,Pure Olive Oil 1L,BrandA,Loblaws,01
2024-07-02T06:00:00Z,28.82,36.59,28.82,Premium Olive Oil 1L,BrandD,Walmart,07
2024-10-20T09:00:00Z,18.45,26.19,12.3,Classic Olive Oil 2L,BrandC,Loblaws,10
2024-06-02T23:00:00Z,11.48,15.6,7.65,Extra Virgin Olive Oil 500ml,BrandA,Loblaws,06
2024-01-08T22:00:00Z,12.41,12.57,8.27,Pure Olive Oil 1L,BrandE,Metro,01
2024-10-01T13:00:00Z,29.63,33.29,19.75,Classic Olive Oil 2L,BrandD,Walmart,10
2024-09-17T22:00:00Z,14.19,19.21,9.46,Premium Olive Oil 1L,BrandE,Metro,09
2024-06-03T02:00:00Z,12.92,12.31,12.92,Extra Virgin Olive Oil 500ml,BrandC,Walmart,06
2024-11-16T09:00:00Z,25.76,33.33,51.52,Pure Olive Oil 1L,BrandC,Loblaws,11
2024-07-23T16:00:00Z,10.16,13.51,10.16,Organic Olive Oil 750ml,BrandB,Walmart,07
2024-02-24T19:00:00Z,6.79,9.61,4.53,Pure Olive Oil 1L,BrandB,Loblaws,02
2024-02-28T04:00:00Z,5.49,5.63,3.66,Classic Olive Oil 2L,BrandD,Loblaws,02
2024-08-23T14:00:00Z,33.29,35.46,22.19,Classic Olive Oil 2L,BrandA,Metro,08
2024-03-31T02:00:00Z,33.09,46.37,22.06,Organic Olive Oil 750ml,BrandD,Walmart,03
2024-08-26T07:00:00Z,5.53,5.91,3.69,Pure Olive Oil 1L,BrandC,Metro,08
2024-06-03T19:00:00Z,25.84,36.4,17.23,Premium Olive Oil 1L,BrandD,Metro,06
2024-08-09T18:00:00Z,15.76,20.03,7.88,Premium Olive Oil 1L,BrandB,Walmart,08
2024-05-18T05:00:00Z,26.21,27.51,17.47,Classic Olive Oil 2L,BrandB,Walmart,05
2024-03-01T23:00:00Z,12.55,15.96,12.55,Organic Olive Oil 750ml,BrandA,Metro,03
2024-01-11T10:00:00Z,38.18,35.62,38.18,Classic Olive Oil 2L,BrandB,Loblaws,01
2024-04-18T15:00:00Z,8.71,12.62,8.71,Premium Olive Oil 1L,BrandD,Metro,04
2024-04-18T00:00:00Z,9.18,13.14,18.36,Premium Olive Oil 1L,BrandE,Walmart,04
2024-04-02T01:00:00Z,9.92,13.01,9.92,Extra Virgin Olive Oil 500ml,BrandC,Loblaws,04
2024-08-14T17:00:00Z,15.25,22.45,30.5,Organic Olive Oil 750ml,BrandE,Loblaws,08
2024-09-19T23:00:00Z,25.96,32.05,17.31,Pure Olive Oil 1L,BrandE,Metro,09
2024-10-15T19:00:00Z,12.32,16.88,8.21,Organic Olive Oil 750ml,BrandE,Loblaws,10
2024-09-16T05:00:00Z,20.83,28.75,13.89,Organic Olive Oil 750ml,BrandD,Loblaws,09
2024-01-28T16:00:00Z,20.85,22.08,20.85,Pure Olive Oil 1L,BrandD,Loblaws,01
2024-03-04T04:00:00Z,18.36,19.76,18.36,Classic Olive Oil 2L,BrandC,Loblaws,03
2024-11-02T22:00:00Z,39.57,40.97,26.38,Organic Olive Oil 750ml,BrandC,Metro,11
2024-08-18T23:00:00Z,5.36,7.6,3.57,Premium Olive Oil 1L,BrandE,Walmart,08
2024-12-25T20:00:00Z,35.29,47.09,23.53,Extra Virgin Olive Oil 500ml,BrandB,Metro,12
2024-05-06T18:00:00Z,8.24,8.17,5.49,Organic Olive Oil 750ml,BrandD,Walmart,05
2024-12-11T06:00:00Z,11.37,16.05,11.37,Classic Olive Oil 2L,BrandA,Loblaws,12
2024-12-23T02:00:00Z,20.67,26.45,13.78,Organic Olive Oil 750ml,BrandC,Walmart,12
2024-02-26T21:00:00Z,30.52,37.64,15.26,Premium Olive Oil 1L,BrandB,Loblaws,02
2024-01-19T15:00:00Z,11.65,10.79,5.82,Premium Olive Oil 1L,BrandB,Loblaws,01
2024-01-11T01:00:00Z,9.88,10.55,4.94,Premium Olive Oil 1L,BrandB,Loblaws,01
2024-10-21T14:00:00Z,12.45,15.67,24.9,Pure Olive Oil 1L,BrandC,Metro,10
2024-11-29T03:00:00Z,10.91,16.08,5.46,Pure Olive Oil 1L,BrandB,Metro,11
2024-10-21T13:00:00Z,34.86,32.6,34.86,Pure Olive Oil 1L,BrandA,Metro,10
2024-01-17T22:00:00Z,30.9,36.29,20.6,Organic Olive Oil 750ml,BrandB,Walmart,01
2024-09-22T12:00:00Z,24.94,28.56,12.47,Premium Olive Oil 1L,BrandA,Metro,09
2024-11-03T23:00:00Z,34.94,42.12,69.88,Premium Olive Oil 1L,BrandA,Walmart,11
2024-04-28T00:00:00Z,10.19,9.41,10.19,Pure Olive Oil 1L,BrandB,Walmart,04
2024-03-03T09:00:00Z,18.21,25.82,9.11,Extra Virgin Olive Oil 500ml,BrandC,Metro,03
2024-12-07T00:00:00Z,16.19,17.11,8.1,Classic Olive Oil 2L,BrandC,Walmart,12
2024-06-28T17:00:00Z,6.05,7.12,6.05,Organic Olive Oil 750ml,BrandE,Walmart,06
2024-05-28T03:00:00Z,18.58,19.16,37.16,Premium Olive Oil 1L,BrandC,Loblaws,05
2024-07-16T15:00:00Z,29.83,43.6,59.66,Premium Olive Oil 1L,BrandB,Metro,07
2024-01-04T06:00:00Z,13.69,18.16,9.13,Classic Olive Oil 2L,BrandC,Loblaws,01
2024-05-14T19:00:00Z,27.68,31.54,55.36,Classic Olive Oil 2L,BrandC,Metro,05
2024-09-22T20:00:00Z,10.86,11.6,10.86,Organic Olive Oil 750ml,BrandD,Metro,09
2024-07-13T18:00:00Z,32.03,42.35,16.02,Extra Virgin Olive Oil 500ml,BrandE,Walmart,07
2024-03-17T06:00:00Z,21.78,22.49,10.89,Pure Olive Oil 1L,BrandA,Metro,03
2024-05-04T00:00:00Z,7.11,7.65,7.11,Pure Olive Oil 1L,BrandA,Metro,05
2024-07-07T05:00:00Z,31.97,45.83,63.94,Organic Olive Oil 750ml,BrandA,Metro,07
2024-03-16T19:00:00Z,35.7,42.83,17.85,Extra Virgin Olive Oil 500ml,BrandC,Loblaws,03
2024-07-14T14:00:00Z,25.64,37.73,12.82,Pure Olive Oil 1L,BrandB,Walmart,07
2024-06-05T20:00:00Z,26.34,35.97,17.56,Pure Olive Oil 1L,BrandD,Metro,06
2024-04-10T05:00:00Z,19.72,27.96,9.86,Classic Olive Oil 2L,BrandE,Metro,04
2024-02-07T15:00:00Z,6.7,8.34,4.47,Organic Olive Oil 750ml,BrandC,Walmart,02
2024-07-24T23:00:00Z,27.78,26.13,18.52,Extra Virgin Olive Oil 500ml,BrandB,Loblaws,07
2024-07-08T09:00:00Z,22.57,27.33,11.29,Pure Olive Oil 1L,BrandA,Walmart,07
2024-06-21T08:00:00Z,32.52,46.81,21.68,Organic Olive Oil 750ml,BrandE,Walmart,06
2024-06-06T00:00:00Z,24.15,22.18,16.1,Extra Virgin Olive Oil 500ml,BrandD,Walmart,06
2024-12-15T16:00:00Z,20.54,19.84,20.54,Organic Olive Oil 750ml,BrandC,Metro,12
2024-01-03T03:00:00Z,34.32,43.89,68.64,Extra Virgin Olive Oil 500ml,BrandA,Walmart,01
2024-08-10T16:00:00Z,28.65,33.89,57.3,Organic Olive Oil 750ml,BrandA,Walmart,08
2024-06-09T01:00:00Z,6.81,10.18,6.81,Pure Olive Oil 1L,BrandD,Walmart,06
2024-01-25T00:00:00Z,9.41,12.81,6.27,Organic Olive Oil 750ml,BrandA,Loblaws,01
2024-07-08T16:00:00Z,33.92,46.28,67.84,Extra Virgin Olive Oil 500ml,BrandE,Loblaws,07
2024-02-12T06:00:00Z,19.05,21.89,19.05,Pure Olive Oil 1L,BrandC,Loblaws,02
2024-06-17T12:00:00Z,22.68,33.98,15.12,Organic Olive Oil 750ml,BrandA,Walmart,06
2024-02-21T05:00:00Z,16.8,19.56,16.8,Premium Olive Oil 1L,BrandA,Metro,02
2024-03-31T11:00:00Z,26.83,39.72,26.83,Extra Virgin Olive Oil 500ml,BrandC,Metro,03
2024-04-26T03:00:00Z,25.21,31.01,50.42,Classic Olive Oil 2L,BrandC,Loblaws,04
2024-05-19T16:00:00Z,12.78,17.27,25.56,Organic Olive Oil 750ml,BrandB,Metro,05
2024-10-10T04:00:00Z,27.39,35.59,13.7,Classic Olive Oil 2L,BrandC,Metro,10
2024-03-24T11:00:00Z,17.49,24.45,34.98,Classic Olive Oil 2L,BrandC,Walmart,03
2024-10-31T09:00:00Z,20.78,26.93,13.85,Pure Olive Oil 1L,BrandB,Metro,10
2024-01-26T05:00:00Z,19.02,17.18,12.68,Premium Olive Oil 1L,BrandC,Loblaws,01
2024-11-12T08:00:00Z,12.76,11.81,6.38,Classic Olive Oil 2L,BrandC,Loblaws,11
2024-11-27T03:00:00Z,13.68,19.91,27.36,Extra Virgin Olive Oil 500ml,BrandE,Metro,11
2024-05-08T07:00:00Z,11.17,12.94,22.34,Pure Olive Oil 1L,BrandB,Walmart,05
2024-02-04T22:00:00Z,20.13,25.78,40.26,Extra Virgin Olive Oil 500ml,BrandE,Metro,02
2024-05-14T22:00:00Z,26.34,33.39,52.68,Organic Olive Oil 750ml,BrandA,Walmart,05
2024-11-05T06:00:00Z,19.32,28.44,19.32,Classic Olive Oil 2L,BrandC,Loblaws,11
2024-03-10T01:00:00Z,36.94,49.26,73.88,Premium Olive Oil 1L,BrandE,Walmart,03
2024-05-02T21:00:00Z,14.84,15.24,7.42,Extra Virgin Olive Oil 500ml,BrandB,Metro,05
2024-12-10T06:00:00Z,12.55,14.12,6.28,Pure Olive Oil 1L,BrandC,Loblaws,12
2024-09-02T11:00:00Z,24.33,31.58,24.33,Premium Olive Oil 1L,BrandA,Metro,09
2024-06-17T09:00:00Z,17.26,18.03,34.52,Organic Olive Oil 750ml,BrandA,Metro,06
2024-06-16T07:00:00Z,37.83,47.14,75.66,Classic Olive Oil 2L,BrandE,Walmart,06
2024-10-15T07:00:00Z,27.03,25.72,54.06,Extra Virgin Olive Oil 500ml,BrandB,Walmart,10
2024-07-26T03:00:00Z,20.29,29.69,20.29,Pure Olive Oil 1L,BrandB,Walmart,07
2024-05-26T04:00:00Z,15.14,15.74,10.09,Classic Olive Oil 2L,BrandB,Loblaws,05
2024-09-01T13:00:00Z,6.28,6.73,3.14,Premium Olive Oil 1L,BrandE,Loblaws,09
2024-01-12T05:00:00Z,24.19,28.33,16.13,Organic Olive Oil 750ml,BrandE,Walmart,01
2024-02-29T19:00:00Z,16.21,19.1,16.21,Organic Olive Oil 750ml,BrandE,Loblaws,02
2024-07-15T19:00:00Z,21.84,23.1,14.56,Premium Olive Oil 1L,BrandD,Walmart,07
2024-04-17T10:00:00Z,33.33,34.05,22.22,Premium Olive Oil 1L,BrandE,Metro,04
2024-09-22T12:00:00Z,12.66,16.89,8.44,Classic Olive Oil 2L,BrandE,Metro,09
2024-11-03T19:00:00Z,8.13,9.38,8.13,Pure Olive Oil 1L,BrandC,Walmart,11
2024-11-23T11:00:00Z,32.9,42.31,32.9,Premium Olive Oil 1L,BrandB,Metro,11
2024-05-17T05:00:00Z,11.1,14.18,5.55,Pure Olive Oil 1L,BrandD,Walmart,05
2024-02-04T19:00:00Z,33.05,30.81,33.05,Pure Olive Oil 1L,BrandA,Walmart,02
2024-01-26T01:00:00Z,6.29,7.47,12.58,Extra Virgin Olive Oil 500ml,BrandD,Walmart,01
2024-12-21T02:00:00Z,34.65,44.17,17.32,Extra Virgin Olive Oil 500ml,BrandA,Walmart,12
2024-07-27T04:00:00Z,33.76,37.02,22.51,Premium Olive Oil 1L,BrandD,Walmart,07
2024-01-13T02:00:00Z,36.42,48.21,24.28,Premium Olive Oil 1L,BrandD,Walmart,01
2024-11-24T04:00:00Z,18.1,26.06,18.1,Pure Olive Oil 1L,BrandC,Loblaws,11
2024-07-24T04:00:00Z,15.72,17.89,10.48,Classic Olive Oil 2L,BrandD,Metro,07
2024-04-25T16:00:00Z,37.16,42.2,37.16,Classic Olive Oil 2L,BrandE,Loblaws,04
2024-11-18T00:00:00Z,16.24,19.39,8.12,Classic Olive Oil 2L,BrandD,Walmart,11
2024-02-26T20:00:00Z,37.39,34.84,18.7,Classic Olive Oil 2L,BrandB,Metro,02
2024-11-07T23:00:00Z,26.11,28.71,26.11,Premium Olive Oil 1L,BrandC,Metro,11
2024-01-21T23:00:00Z,25.34,25.72,16.89,Classic Olive Oil 2L,BrandA,Walmart,01
2024-05-11T03:00:00Z,30.75,34.77,15.38,Pure Olive Oil 1L,BrandC,Loblaws,05
2024-02-02T17:00:00Z,18.99,22.07,9.49,Classic Olive Oil 2L,BrandD,Loblaws,02
2024-03-15T19:00:00Z,17.85,17.75,35.7,Classic Olive Oil 2L,BrandE,Loblaws,03
2024-10-30T01:00:00Z,20.09,18.95,13.39,Pure Olive Oil 1L,BrandA,Walmart,10
2024-02-05T14:00:00Z,16.76,21.77,8.38,Organic Olive Oil 750ml,BrandC,Metro,02
2024-12-26T00:00:00Z,29.43,33.88,19.62,Classic Olive Oil 2L,BrandE,Metro,12
2024-10-19T23:00:00Z,14.39,13.9,28.78,Extra Virgin Olive Oil 500ml,BrandA,Walmart,10
2024-05-10T07:00:00Z,34.87,41.07,23.25,Extra Virgin Olive Oil 500ml,BrandC,Metro,05
2024-01-26T17:00:00Z,37.58,40.08,25.05,Extra Virgin Olive Oil 500ml,BrandD,Walmart,01
2024-06-28T06:00:00Z,21.26,20.32,14.17,Extra Virgin Olive Oil 500ml,BrandD,Metro,06
2024-01-19T03:00:00Z,5.21,5.25,5.21,Pure Olive Oil 1L,BrandC,Metro,01
2024-05-07T00:00:00Z,37.93,46.07,37.93,Organic Olive Oil 750ml,BrandE,Metro,05
2024-06-16T20:00:00Z,20.17,20.48,13.45,Classic Olive Oil 2L,BrandD,Walmart,06
2024-01-26T00:00:00Z,34.16,41.31,17.08,Classic Olive Oil 2L,BrandE,Loblaws,01
2024-02-24T19:00:00Z,23.03,25.65,23.03,Organic Olive Oil 750ml,BrandA,Walmart,02
2024-12-23T10:00:00Z,21.8,30.43,21.8,Pure Olive Oil 1L,BrandD,Metro,12
2024-05-18T22:00:00Z,10.06,10.95,10.06,Premium Olive Oil 1L,BrandA,Loblaws,05
2024-05-10T19:00:00Z,7.03,8.53,7.03,Premium Olive Oil 1L,BrandB,Loblaws,05
2024-04-26T07:00:00Z,27.75,29,27.75,Organic Olive Oil 750ml,BrandD,Loblaws,04
2024-10-06T12:00:00Z,18.07,19.79,18.07,Extra Virgin Olive Oil 500ml,BrandD,Walmart,10
2024-08-16T04:00:00Z,5.86,6.68,5.86,Extra Virgin Olive Oil 500ml,BrandE,Loblaws,08
2024-01-31T21:00:00Z,7.62,9.83,15.24,Premium Olive Oil 1L,BrandB,Walmart,01
2024-02-04T19:00:00Z,34.06,31.81,22.71,Extra Virgin Olive Oil 500ml,BrandA,Loblaws,02
2024-07-11T10:00:00Z,30.7,40.62,61.4,Classic Olive Oil 2L,BrandB,Metro,07
2024-07-14T01:00:00Z,6.68,8.19,3.34,Organic Olive Oil 750ml,BrandE,Metro,07
2024-01-11T15:00:00Z,30.38,33.52,60.76,Premium Olive Oil 1L,BrandA,Walmart,01
2024-05-22T12:00:00Z,5.48,7.35,10.96,Classic Olive Oil 2L,BrandD,Walmart,05
2024-11-14T06:00:00Z,26.38,27.96,13.19,Organic Olive Oil 750ml,BrandA,Loblaws,11
2024-07-27T04:00:00Z,12.79,12.28,12.79,Extra Virgin Olive Oil 500ml,BrandB,Metro,07
2024-06-23T07:00:00Z,26.72,30.04,26.72,Pure Olive Oil 1L,BrandE,Walmart,06
2024-09-06T00:00:00Z,24.75,23.45,16.5,Extra Virgin Olive Oil 500ml,BrandA,Walmart,09
2024-03-26T18:00:00Z,22.76,23.57,11.38,Pure Olive Oil 1L,BrandC,Metro,03
2024-12-31T17:00:00Z,14.01,20.91,28.02,Organic Olive Oil 750ml,BrandB,Loblaws,12
2024-07-08T22:00:00Z,17.56,17.05,11.71,Premium Olive Oil 1L,BrandB,Metro,07
2024-06-08T10:00:00Z,15.08,18.95,15.08,Extra Virgin Olive Oil 500ml,BrandB,Metro,06
2024-04-24T11:00:00Z,11.65,15.32,5.82,Premium Olive Oil 1L,BrandB,Metro,04
2024-11-06T14:00:00Z,27.07,32.83,54.14,Classic Olive Oil 2L,BrandC,Metro,11
2024-10-18T01:00:00Z,5.38,6.14,10.76,Extra Virgin Olive Oil 500ml,BrandD,Metro,10
2024-09-24T15:00:00Z,10.07,11.61,6.71,Premium Olive Oil 1L,BrandB,Walmart,09
2024-05-29T07:00:00Z,22.83,27.8,15.22,Pure Olive Oil 1L,BrandE,Metro,05
2024-04-05T09:00:00Z,21.3,27.97,10.65,Extra Virgin Olive Oil 500ml,BrandE,Loblaws,04
2024-02-26T07:00:00Z,23.24,34.63,15.49,Classic Olive Oil 2L,BrandA,Walmart,02
2024-09-20T03:00:00Z,29.18,35.28,19.45,Organic Olive Oil 750ml,BrandA,Metro,09
2024-03-11T22:00:00Z,40,47.82,26.67,Extra Virgin Olive Oil 500ml,BrandC,Loblaws,03
2024-12-02T06:00:00Z,38.21,41.1,38.21,Organic Olive Oil 750ml,BrandB,Loblaws,12
2024-11-22T21:00:00Z,38.34,38.19,25.56,Extra Virgin Olive Oil 500ml,BrandA,Walmart,11
2024-03-05T16:00:00Z,28.95,31.83,19.3,Premium Olive Oil 1L,BrandD,Metro,03
2024-09-10T17:00:00Z,30.77,33.11,20.51,Classic Olive Oil 2L,BrandE,Metro,09
2024-09-07T17:00:00Z,38.49,43.08,19.25,Extra Virgin Olive Oil 500ml,BrandA,Walmart,09
2024-05-27T14:00:00Z,12.25,14.52,6.12,Extra Virgin Olive Oil 500ml,BrandE,Walmart,05
2024-06-13T14:00:00Z,28.62,32.19,57.24,Pure Olive Oil 1L,BrandB,Walmart,06
2024-04-30T01:00:00Z,8.42,9.73,16.84,Pure Olive Oil 1L,BrandD,Walmart,04
2024-11-29T13:00:00Z,22.45,23.25,11.22,Premium Olive Oil 1L,BrandD,Loblaws,11
2024-06-16T06:00:00Z,31.53,29.43,15.77,Organic Olive Oil 750ml,BrandC,Loblaws,06
2024-01-23T06:00:00Z,5.42,7.67,3.61,Pure Olive Oil 1L,BrandA,Loblaws,01
2024-12-02T14:00:00Z,10.6,13.11,21.2,Organic Olive Oil 750ml,BrandD,Metro,12
2024-07-08T15:00:00Z,8.86,10.83,5.91,Extra Virgin Olive Oil 500ml,BrandC,Loblaws,07
2024-05-11T20:00:00Z,33.1,42.04,22.07,Premium Olive Oil 1L,BrandD,Walmart,05
2024-11-15T00:00:00Z,18.12,18.7,12.08,Pure Olive Oil 1L,BrandD,Walmart,11
2024-02-02T20:00:00Z,27.07,32.8,27.07,Organic Olive Oil 750ml,BrandB,Loblaws,02
2024-03-28T07:00:00Z,31.66,42.22,31.66,Classic Olive Oil 2L,BrandD,Metro,03
2024-05-05T16:00:00Z,13.7,12.56,13.7,Extra Virgin Olive Oil 500ml,BrandC,Loblaws,05
2024-07-09T17:00:00Z,18.07,23.17,36.14,Classic Olive Oil 2L,BrandA,Walmart,07
